,name,rating,total_rating_given,price_level,address
285,The Kitchen Diary,3.9,270,$,"5TH FLOOR, Buddhist Temple, RF Police Plaza"
286,Orient Restaurant,3.8,267,$$,8R84+349
287,The Sky Lounge & Restaurant,4.0,"1,221",$$,"23/A, Atlanta Trade Center, O.R. Nizam Rd"
288,Alif Restaurant And Biriani House,4.0,415,$$,"Alonkar, Alonkar Shopping Complex, Port Connecting Rd"
289,Daily Mezzan ডেইলি মেজ্জান,4.4,87,$$,Muradpur Cir
290,Korea Restaurant,4.5,42,not specified,"House # 12, 2 Rd 2"
291,Madina Food Corner,0,0,not specified,Sheikh Mujib Rd
292,Haldi Arabian House.,4.2,64,not specified,106/A O.R. Nizam Rd
293,Zaffran Restaurant,3.7,221,$$,"4000, genuine tower ,rahmatganj, K B Abdus Sattar Rd"
294,The Gallery,3.8,458,$$,"17/3-7, East Gallery, M.A Aziz Stadium, Shahid Saifuddin Khaled Road, Kazir Dewri"
295,Chin Lung Chinese Restaurant,3.9,107,not specified,48 Huseyn Shaheed Suhrawardy Rd
296,Blue Ocean Restaurant,3.6,10,$$,Momin Rd
297,Afiya Restora,3.5,4,$,"1495, Chatteswari Road, Kazir Dewri, Dampara"
298,Pizza Hut,4.2,"2,956",$$,"805/B, JB Complex, CDA Avenue, GEC Mor"
299,VR Chittagong,4.3,240,$$,"Shop#438, 3rd Floor, Khulshi Town Centre, 426 Zakir Hossain Rd"
300,Eden Restaurant & Kids Zone,4.2,88,$$,CPDL Khan Manor
301,Friolento Restaurant & Cafe,4.0,351,$$,"24 Naval Avenue, C.R.B. Rd"
302,Lake view restaurant,4.1,37,not specified,৯ নং উত্তর পাহাড়তলী ওয়ার্ড
303,The Serial Griller,4.1,"1,633",$$,"House no. 1000/A, Hosne Ara Villa, Level 4, CDA Ave"
304,The Copper Chimney,4.4,93,not specified,Unnamed Road
305,KFC,4.1,"2,579",$$,1839 CDA Ave
306,Dorothy Fried Chicken,4.0,191,not specified,CDA Ave
307,Boomtown Cafe,4.1,273,not specified,"Beside Teletalk Office), MM, H N Center, Mohammed Ali Rd"
308,Chittagong Dine - চিটাগাং ডাইন,4.0,34,$$,College Rd
309,"The Copper Chimney Restaurant, Gec",4.2,145,$,"Sanmar Towel 1, CDA Ave"
310,Riverview restaurant,4.1,595,$$,"Ghat, 11 Potenga Rd"
311,ব্লু লাউঞ্জ রেষ্টুরেন্ট,4.2,725,$$,"Bayazid Cantt. Supermarket, Bayazid Bostami Rd"
312,Hunger Killers,4.2,582,$$,"Hakim Plaza, 168, 169 College Rd"
313,কাবাব হাট Kabab Hat,5.0,1,$$,414 Bayazid Bostami Rd
314,Monginis Restaurant,3.4,81,$$,56 Momin Rd
315,নিউ ডায়মন্ড রেস্টুরেন্ট,5.0,1,not specified,2656 Sheikh Mujib Rd
316,The Copper Chimney,4.4,93,not specified,Unnamed Road
317,Elachi Restaurant,3.6,218,$,"Housing Colony Road, Ali Market, Steel Mill Bazar, Patenga"
318,Laziza,3.9,293,not specified,"23/A, O.R. Nizam Rd"
319,Snowva,3.7,127,$,"37 S. S. Khaled Road, Kazir Dewri Mallika Bhaban"
320,Ayojon Restaurant,4.0,11,$$,8RH6+3Q7
321,Mejjainna Bari,4.2,"1,340",$$,"H.No, 14, Nasirabad Housing Society, Road No 4, Behind Chittagong Shopping Complex, Sholashahar, Nasirabad"
322,Silver City Restaurant,3.8,114,$$,56 Momin Rd
323,Meridian Restaurant CEPZ,3.9,207,$$,7QPC+WR3
324,Crush Cafe,4.0,577,$$,Chatteshwari Road
325,Gani Restaurant,5.0,1,$$,গনি বেকারী মোড়
326,Santino Cafe Chattogram,4.2,13,not specified,Not Provided
327,Chomok restaurant,3.9,134,not specified,Highway Plaza 1st Floor
328,Kashbon Restaurant,3.8,642,$$,"Circle, 1st Floor, Hussain Plaza, A G Road"
329,""" Arefeen's Food.""...",2.9,8,not specified,"Equity Centrium 4th Floor,GEC Circle"
330,Bellpepper Restaurant,3.9,880,$$,"63, Zinnurine Complex, Ground Floor, 2 No. Gate"
331,The Plate,4.0,75,not specified,"687, Mehedibagh, Chittagong Chittagong (Chattogram Chittagong"
332,Nibedon Hotel & Restaurant,4.8,6,$$,"Pathantuli, Agrabad"
333,Tai Wah Restaurant,3.9,153,$$,Dampara Wasa Cir
334,Rodela Bikel,3.8,44,$$,"H & M Tower ( Ground Floor), SK, Sheikh Mujib Rd"
335,GEC West,4.1,28,$$,"The Peninsula, Bulbul Center, 486/B CDA Ave"
336,Errante,4.0,"1,325",$$,"94, 8th Floor & Rooftop, Eves Center, Nasirabad Housing Society, Road No 3, Nasirabad"
337,Cafe Milano,4.1,"2,630",$$,"89/309, Yakub Trade Center (Level-5),, Beside Badsha Mia Petrol Pump, East Nasirabad"
338,"The Eatalia, chittagong",4.1,193,$$,"787/863 M M, Mohammed Ali Rd"
339,Kashem Hotel and Restaurant,0,0,not specified,"D.T. Road, Monsurabad, Pahartali"
340,IBIZA - Crisp & Crush,4.2,76,not specified,"Shop No, Kulshi Town Center, (Concord Tower), South Khulshi, 426 Zakir Hossain Rd"
341,Bangaliana Restora & Yummy Foods - বাঙালীয়ানা রেস্তোরা এন্ড ইয়াম্মি ফুডস,3.9,291,not specified,74 Station Road
342,Hunger Games,4.0,726,$$,"1027, CJKS Shopping Complex, Neval Avenue, Kajirdawri"
343,Sadia's Kitchen CHK,3.8,"2,116",$$,167 College Rd
344,Khana Ghat,3.6,488,$$,"64/B, Chatteshwari Road, West Side Of Gulzar Tower"
345,The Pizza Park,3.9,350,$,"Hoque Tower, আরকান সড়ক"
346,Sadia's Kitchen,3.8,"1,718",$,"GEC Circle, CDA Ave, Bata Gali"
347,Kentucky,4.0,421,$$,"129,KB Fazlul Kader Road, Chattogram Medical East Gate K.B. Fazlul Kader Road 129,KB Fazlul Kader, Road, Medical East Gate"
348,পেরাগ ফৌাক্টরী,4.5,2,$$,M. A Aziz Rd
349,TEN 11 LOUNGE,4.1,399,$$,8RWG+93Q
350,Oregano,4.0,99,not specified,"Monaf Bandari Market, Lalkhan Bazar Cir"
351,Koyla,3.6,380,$$,7QMM+358
352,7 Dayz Agrabad Branch,4.1,420,$$,"125, South Land Center, Agrabad Access Rd"
353,Bangliana Restora - বাঙালীয়ানা রেস্তোরা,4.0,384,$$,"১১৪ হাইওয়ে প্লাজা (নীচতলা ), চানমারি রোড, Ispahani Cir"
354,Daba Restaurant,3.7,178,$$,"189/A, 1st Floor, College Road, Parade Corner Infront of Keari Market, College Rd"
355,"HashTag - Restaurant, Music Cafe & Lounge",3.9,697,not specified,"Plot No.: 07, CDA Masjid Complex, Mehedibag"
356,Platter Town Lounge & Restaurant,4.0,28,$$,8RWF+MWW
357,The Chickn,4.5,25,$,biplob uddan shop no 14/15Muradpur
358,Chittagong Satkania,0,0,$,Not Provided
359,Soho Fine Dining Resturant,4.0,112,$$,8RG8+MHP
360,Fly View Restaurant,4.1,463,$$,"Roof Top, Shaheen Golf And Coundtry Club Patenga Road"
361,Chattometro Restaurant,3.7,"1,051",$$,"yasmin vally, 409 Shahid Saifuddin Khaled Rd"
362,Chittagong Hotel,3.9,45,not specified,"Kacha Bazar More, Amin Colony, Baizid"
363,Raoha Hotel & Restaurant,4.2,9,not specified,9Q4H+HC2
364,Coastal Mermaid Restaurant & Lounge,3.8,353,$$,Port Link Rd
365,Hotel New Zaman and Biriyani House,3.5,233,$$,Huseyn Shaheed Suhrawardy Rd
366,Grillx,5.0,7,not specified,Opens at 11:00 AM
367,A'Live Kitchen,5.0,2,not specified,Not Provided
368,Rooftop BBQ,4.8,4,$$,"Road # 01, Plot # 02 O.R. Nizam Rd"
369,Burgerita,4.3,"1,114",$$,"Abdul Latif Road, Road-1, Katalgong"
370,Cafe Rangam Restaurant & Party Hall,4.2,44,$,"Ashfi Rangam Tower, 1st Floor, Rangam Cinema Rd"
371,Govinda's Hotel & Restaurant,4.1,710,$,"J B Tower Beside Nobograho Bari Laldighir Uttar Pachim Par, 220 J. M. Sen Ave"
372,Wind of Change - Rooftop Restaurant & Lounge,3.9,"1,426",$$,"Level-8/9, 89/309, Yakub Trade Center, Beside Badsha Mia Petrol Pump, Bayazid Bostami Road, East Nasirabad"
373,Jumairah Restaurant & Party Center,0,0,$$,"3rd Floor, Keari Elysium"
374,Dhaka Hirajheel Restaurant- Agrabad,3.5,26,not specified,Sheikh Mujib Rd
375,Bangla Lanka Restaurant,3.7,75,not specified,"জাকির হোসেন রোড. মোবাইলে কল দিন 01766141263, Wireless Moor, Khulshi"
376,সাধের কাচ্চি,0,0,not specified,Not Provided
377,TMT Daily Needs,3.9,983,$$,24 Mohammed Ali Rd
378,Well Food,4.4,89,$$,"Rahat Center, 295 ঢাকা ট্রাঙ্ক রোড"
379,Masala Twist Restaurant,3.5,632,$$,"Aimon Center, Opposite Keari, Chawkbazar"
380,Dastagir Hotel and Restaurant,3.9,"1,191",$,"Anderkilla, 126 Momin Rd"
381,Khabar Lagbe,4.9,11,$$,Closed ⋅ Opens 6PM Thu
382,Riverine Restaurant,3.9,751,$$,"Naval Beach Road, Near Airport, Airport Rd"
383,Gulistan Hotel,3.9,71,$,94 Station Road
384,La Aristocracy,3.9,159,$$,"1st Floor, CPDL Chowdhury Heights, Shahid Saifuddin Khaled Road, 81/A Jamal Khan Rd"
385,"Bangladesh Navy School and College, Chittagong",0,0,$$,BD Bangladesh
386,Sadher Tong - সাধের টং,4.0,355,$,Oxygen - Kuwaish Rd
387,Hotel Zaman Restaurant And Biryani House Chittagong,3.9,99,not specified,Hathazari Rd
388,Food Bank,0,0,not specified,"Shop No-39, Ground Floor, Chittagong Shopping Complex, CDA Avenue, Sholashahar, Nasirabad"
389,Taqbeer - তাকবীর রেস্তোরা,3.7,267,not specified,"Nur Plaza, 568/812, Bandartilla"
390,Cafe Gustoso,3.7,3,not specified,biplob uddan shop no 11
391,Al Madina Hotel & Restaurants,2.4,5,not specified,"295, Nabab Siraj Ud Daula Road, East Side Of Parade Mart"
392,Ekota Hotel and Restaurant,3.3,16,$,Dhaka - Chittagong Highway
393,Sinosip Mini Chinese,3.4,64,$$,8RVM+XM6
394,Hotel Sufra & Restaurant,5.0,2,$$,"Beside, BRTC Market, Batali Rd"
395,চট্টগ্রাম,0,0,$,9R84+GJ8
396,Shuktara Chinese Restaurant and Park,3.9,383,$,Port Link Rd
397,স্বপ্নপুরী মেনশন,0,0,$$,9R8M+FXG
398,New Biryani House Mehedibag,0,0,not specified,13 Mehidibag Rd
399,Shahjahan Hotel & Restaurant,3.5,48,not specified,চট্রগ্রাম হাটহাজারী মহাসড়ক
400,Foy's Lake Guest House & Restaurant,3.3,4,not specified,"2 No. Concord Building, Foy's Lake Road, Khulshi"
401,The Green Olive Restaurant,3.9,36,not specified,"42, 1st Floor, CDA Avenue, High Level Road, Beside SONY Centre, Wasa Moor, Lalkhan Bazar"
402,Bonfire Pizza And Grill,3.5,35,not specified,"FinlaySquare 5th Floor Shop No:509, East Nasirabad 2 No Gate Panchlaish"
403,Rabbir tong,4.1,7,not specified,M. A Aziz Rd
404,Meridian Hotel & Restaurant,3.9,"1,129",$,1367 CDA Ave
405,Rio Coffee,4.3,"1,462",$$,"ওয়েল ফুড সেন্টার, 3rd Floor, GEC Circle, 944 O.R. Nizam Rd"
406,Rax Hotel and Restaurant,3.6,150,$$,Not Provided
407,Jhal Muri (ঝাল মুড়ি),0,0,$,C.R.B. Rd
408,Coffee Shot,4.2,271,$,"House:23, Lane:03, Road: 01, Block: L, H/E"
409,Makhon,0,0,$$,O.R. Nizam Rd
410,Chatime Chattogram,3.9,384,not specified,"41, M.M Ali Road, CDA Ave"
411,See Marmaid Restaurant,4.1,206,not specified,Opens at 11:00 AM
412,Cafe 24 Park,4.2,828,not specified,CQFW+6MR
413,Dearly Ice Cream Shop,4.0,127,$$,O.R. Nizam Rd
414,Golf Garden Restaurant,4.2,531,$$,Bhatiari - Hathazari Link Road
415,"Café 24, The Peninsula Chattogram",4.2,196,not specified,"Bulbul Center, 486/B CDA Ave"
416,Nongor Restura 2,4.7,11,$,Chittagong - Cox's Bazar Hwy
417,foodpanda Chittagong,3.6,38,$$,"IFCO Complex (4th Floor), 1147/A, GEC Circle, CDA Ave"
418,HOTEL MEGA INTERNATIONAL PARTY HALL & RESTAURANT,3.2,21,$$,Not Provided
419,"Baatighar, Chattogram",4.6,"3,492",$,"Press Club Bhaban, Ground Floor, 146/151 Jamal Khan Rd"
420,RES2RAN,3.6,187,$,FRG7+7G4
421,Finlay Square,4.3,"7,003",$$,"Plot no, 5 CDA Ave"
422,Sub-Zero,4.1,159,not specified,"Sanmar Ocean City, 997 Rd 09"
423,Four Seasons Restaurant & Resort,4.0,"10,336",$$,চট্টগ্রাম - কক্সবাজার মহাসড়ক
424,Hotel Agrabad,4.3,"3,669",not specified,"Sabder Ali Road, Agrabad C/A"
425,Butterfly Park Bangladesh,3.9,"1,530",not specified,"15, Naval Academy Road, Beside Airport, Patenga"
426,Peda Ting Ting,3.9,326,not specified,M63H+4RW
427,Chittagong War Cemetery,4.7,512,not specified,19 Badshah Miah Chowdhury Rd
428,Oasis By Hotel Prime Park,4.8,14,$,Hotel Prime Park
429,EFC-A Live Fish Restaurant,4.1,"1,478",$$$,"Opposite Hotel Shaibal Motel Road, Hotel Model Zone"
430,Mermaid Cafe Marine Drive,4.2,398,$$,"Mermaid Beach, Marine Drive Road, Pechardwip"
431,Mermaid Cafe,4.2,"2,252",$$$,"Near Dragon Mart, Kolatoli Road, Sugandha Beach Sea In point, Hotel Motel"
432,Casablanca Restaurant,4.3,24,$,CX7M+JQ2
433,Ruposhi Bangla Restaurant,4.1,"2,877",$$,"Shugondha Point, Beside of Hotel Silver Bay, New Beach Rd"
434,Salt Bistro & Cafe,4.3,"1,130",$$,"10, Kalatoli, Hotel-Motel Zone"
435,Koyla,3.9,396,not specified,"Laboni Point, Near Stadium, Laboni Beach Rd"
436,Chopsticks and Chutney,4.2,98,not specified,"Block A Plot 13, Jhawtola Main Rd"
437,Sea Lamp Beach Cafe,4.0,692,$$,"Near At Alif Kolatoli Circle, Main Drive Road, Kolatoli New Sea Beach"
438,Patenga Sea Beach,4.4,"3,984",not specified,Not Provided
439,Palongki Inani (Authentic Bengali Food Restaurant),3.9,686,$$,"Marine Drive, Inani Beach, Jaliapalong"
440,Shah Amanat International Airport,4.2,"3,158",$,Potenga Rd
441,Chittagong Bull,4.2,"2,237",$$,"Opposite Shahjalal Islami Bank, 112 Gulshan Ave"
442,Highway Plaza,3.9,"1,507",$$,"Highway Plaza, Lalkan Bazer"
443,Hotel Safina Ltd.,3.7,893,$$$,Not Provided
444,"Regional Controller of Food Office, Chittagong, Bangladesh",4.2,6,$,Post Office Lane
445,Times Square Hotel and Restaurant,3.3,"4,889",$$,Dhaka - Chittagong Hwy
446,Jibon Bima Corporation,4.2,46,not specified,"268, Raja Noor Plaza, Dewanhat"
447,Chittagong Jela Krira Sangstha,4.3,81,not specified,C.R.B. Rd
448,Master Chef,3.9,"2,042",$$,"R685, Rajshahi Association (Alokar More)"
449,Hungry Heroes,4.3,618,$$,"Sohidullah Tower 02, 5th Floor, Ranibazar rajshahi"
450,Tasty Time restaurant and theme park,4.0,913,not specified,Opens at 11:30 AM
451,Backyard Kitchen,4.3,346,$$,Sagorpara Bot tola Chou rastar Mor Rajshahi
452,The Mahal Restaurant,4.0,342,$$,Opens at 11:30 AM
453,Refreshment,4.2,178,$$,Ward-12 Rajshahi city
454,Ohona Restaurant,4.0,3,not specified,9J82+6F4
455,Foodies Zone,5.0,2,not specified,"North Side Of Jamal Super Market ,79 Rajshahi"
456,Best Italian Arabian Western Thai Chinese fast food Restaurant in Rajshahi,4.5,2,not specified,9J82+27P
457,The Hideout Cafe,4.1,815,$$,"227, Level-2, New Widened Road"
458,Club House,4.1,252,$$,Beside Theme Omor Plaza Gorhanga
459,Flavours Cafe & Restaurant,3.8,263,$$,Zero Point
460,Amigos,3.8,159,$$,Upohar Movie Theater Rd
461,Dream Cafe,3.6,422,$$,"Alokar Mor, Dorjibari Building(2nd Floor Rajshahi"
462,Chili's Thai & Chinese Restaurant,4.0,597,$$,"Zero Point, Saheb Bazar Rd"
463,Callisto,4.3,398,$$,Unnamed Road
464,Aziz Canteen,4.2,806,$,9H7X+VQ3
465,Delis,3.8,53,not specified,"2nd Floor, Alokar Mor, Station Road, Ranibazar Shaheb Bazar"
466,Kurkure Fried Chicken,3.7,45,not specified,Opens at 4:30 PM
467,Mritika restaurant,3.3,3,not specified,9JM2+949
468,Twist & Taste,3.8,406,$$,"Jamal Super Market, 1st floor"
469,Chili's Kabab & Food,4.0,362,$$,Saheb Bazar Rd
470,Sultan's Territory,4.0,123,not specified,9J82+W6Q
471,Nawab's Kitchen,3.8,170,$$,Sonadhighir More
472,Nuxa,3.8,243,$$,"Sarkar Tower, Kumarpara Rajshahi"
473,Saffron- A Fusion Cuisine Restaurant,3.6,53,$$,"medical, Auditorium Rd"
474,Otithi Hotel & Restaurant,4.0,588,$$,9JFC+VVW
475,Meet Up,4.1,95,not specified,"zero point, Saheb Bazar Rd"
476,Midas Restaurant 3,3.9,436,$$,"166, Alokar More, New Market Road"
477,Master Chef Bangla Restaurant,3.9,983,$$,"28, 22 Greater Rd"
478,Kazi Farms Kitchen,4.7,7,not specified,9HGQ+M6M
479,Yatai 屋台,4.3,97,not specified,"Sohidullah Tower 02, 4th Floor, Ranibazar Rajshahi"
480,Mid Night Myist,0,0,$$,9J72+XFG
481,deshicook(Sobjanta_Somipesu)best quality food travel health tips kids site blog restaurant in rajshahi bogra bangladesh,5.0,3,$$,9H8X+WMF
482,Bismillah Kalai House,4.5,2,not specified,9H7V+J2H
483,Tik tok food corner,3.2,9,$$,Theme omar plaza
484,S.K FOOD WORLD,3.8,243,$$,"Ranibazar, Rajshahi City"
485,Chef's Platter,4.4,27,$$,9J92+FVQ
486,Code 3,4.1,312,not specified,Newmarket Road
487,Kalai House,4.1,842,$,"Uposhohor New Market, A/199"
488,Sukhi'r Rannaghar,4.1,341,$,9H8X+R72
489,NORTH BURG,4.3,216,not specified,Reshompotti Mor
490,Rahmania Hotel,4.0,519,$$,"R685, Gonokpara"
491,Colino's,3.8,396,not specified,"Holding no 134, Sagorpara Bottola Ghoramara, Boalia"
492,Tasty Fried Chicken,3.7,215,$$,Rajshahi - Dhaka Highway
493,Rajmoni cafe & Restaurant,3.7,3,$$,Shaheb Bazar Rd
494,Mahin Hotel & Restaurant,4.0,4,not specified,9JG5+8WF
495,Jilapi store of Batar more,4.3,192,$,R685
496,Benjarong,4.0,48,$$,"A.H.M. kamaruzzaman Stadium, Station Rd"
497,Arabian Kitchen,3.9,493,$$,Not Provided
498,মন্টুর কালাই রুটি,4.5,44,not specified,Baro Rastar moor
499,The Delicious Food Mahal,0,0,not specified,9H7V+Q7C
500,City Garden Chiness Restaurant,4.4,16,not specified,9HMQ+329
501,Muskan Hotel And Restaurant,3.8,101,$,"Bisik Match Factory Moor, Sapura, Boalia"
502,আহার বাংলা খাবার দোকান,4.0,5,not specified,9H8X+FX3
503,food-aholic | Food Delivery Service in Rajshahi,5.0,15,not specified,Behind The Ghoramara Post Office Rajshahi
504,The Divine Dining,5.0,1,$$,Near TTC Second gate Rajshahi
505,Nanking Chinese Restaurant,4.1,"1,398",$$,"Moni Bazar, Post Code- 6000"
506,Jhaid frist food,5.0,1,not specified,9J83+F26
507,Cafe Raj Hotel & Restaurant,2.6,5,$,Laxmipur Bazar
508,ইব্রাহিম হোটেল এন্ড রেস্টুরেন্ট,5.0,3,$$,9H8W+WHV
509,Food Point,3.0,2,$$,"Zero Point, Saheb Bazar Rd"
510,Howzate,3.4,5,not specified,theme omor plaza
511,Mahmud Sumon resturant,5.0,2,not specified,Not Provided
512,Hotel Cafe Raj Inn,3.7,13,not specified,Greater Rd
513,Coffee Bar Multiplex Restaurant,3.8,281,not specified,"Borokuthi, Balur Ghat, Saheb Bazar"
514,Mini Chinese,3.9,72,$,9HGQ+PF3
515,Relish,3.4,5,not specified,Upohar Movie Theater Rd
516,Rajshahi Food Network ( Roni Swarma ),4.7,9,$$,Rajshahi City Bypass
517,"Tasty Time, Omar Plaza",4.4,17,$$,"Theme Omar Plaza, New Market"
518,Golden chef fast food & chiness Restaurant,3.9,254,not specified,Hotel grand ar 1st floor Gonokpara
519,"LABANGA Chinese & Fast Food Restaurant, Rajshahi (লবঙ্গ রেস্টুরেন্ট রাজশাহী)",4.2,82,$,Alupotti More
520,Star Hotel & Restaurant,3.9,7,$$,"Laxmipur Girls School Market, Islami Bank College Hospital Oppsite Side Ator ali Market, Laxmipur Mor"
521,Beldarpara Shik Burger,4.1,76,$$,"N 6, Beldara"
522,Bindu Hotel And Restaurant,3.8,692,$,Station Rd
523,Vai Vai Restaurant,3.3,4,not specified,9JF9+7XM
524,স্পাইসি বিরিয়ানী এন্ড কাবাব,3.2,6,not specified,177 Natore Rd
525,রাজশাহী ফুচকা,4.0,1,not specified,"Padma Garden, Dorgapara Rajshahi College Pathway"
526,রহমানিয়া প্লাস রেস্টুরেন্ট,3.9,240,not specified,9J93+V57
527,Rahman's Bar-B-Q,4.0,81,not specified,"Kumarpara, Saheb Bazar Rd"
528,Golden Chef,3.9,27,$$,City Bypass Mode
529,FoodShahi - Home Delivery service,5.0,20,$$,Beldarpara
530,Memory Biriyani House,3.6,101,$$,"Abdul Kader Manjil, Saheb Bazar, Gonokpara"
531,Family Corner,4.2,37,$,24/2 Cantonment Road
532,Rajshahi Biriyani Ghar,3.6,9,$$,"New Market Road Road, Kadirgonj"
533,Twist & Taste - Ghoshpara Mor Branch,4.6,8,$$,9H9R+GJ4
534,Penguin,4.3,7,not specified,"Beside mohila complex, Terokhadia Stadium Rajshahi"
535,Kutum Bari Bangla Restaurant,3.0,1,not specified,"Ground Floor, Shiroil Godhuli Market, Beside Rajshahi Railway Station Bir Sreshtho Sheheed Captain Mohiuddin Jahangir Sarani Station Road Siroil Bus Terminal, Dhaka Bus Terminal"
536,Daruchini Chinese Restaurant,3.6,196,$$,Padma Residential Area
537,হাজী সুইটস অ্যান্ড রেস্টুরেন্ট,5.0,1,not specified,Ct Station Rd
538,Arrow Spoon,3.7,164,$,9JF2+5RJ
539,Amigos,3.8,210,not specified,"206, Ranibazar, Tiles Patty Ghoramara"
540,Al Rahmania Hotel & Restaurant,4.8,4,$$,"Station Road, Shiroil Godhuli Market, Beside Bir Sreshtho Sheheed Captain Mohiuddin Jahangir Smarani, Rashahi Bus Terminal, Boalia"
541,Master chef pastry and fast food,4.2,21,$$,"7th floor,Them Omar Plaza,Newmarket"
542,Ruchita Khabar Hotel,3.5,22,$,"বীরশ্রেষ্ঠ শহীদ ক্যাপ্টেন মহিউদ্দিন জাহাঙ্গীর স্মরণী, Greater Rd"
543,Taj Hotel And Restaurant,3.6,112,$,"Medical College Road, Ghoshpara Mor, Hatemkha"
544,Food King Hotel & Restaurant,0,0,$$,9HHW+5V5
545,Deshi Dhaba,4.3,6,$$,Chamber Bhaban
546,Tehari Ghor,3.8,92,not specified,"East Side of Gorhanga Jame Masjid, New Market Road Gorhanga"
547,City Garden Fast Food & Chinese,4.1,7,not specified,9JC3+W2X
548,RIZIK Fish BBQ Restaurant,3.9,61,not specified,9JGF+FFG
549,MEHEDI RESTAURANT,3.8,77,not specified,Bhodra Rd
550,Nimomtron Hotel and Restaurant,3.0,8,not specified,"Bir Sreshtho Shaheed Captain Mohiuddin Jahangir Smarani, Bondhogate, Bissimla"
551,ফ্রেন্ডস ফুডস কর্নার,0,0,not specified,Unnamed Road
552,Padma Kebab & Biryani,0,0,$$,"Haragram New Market, N6"
553,"ভরসা চটপটি, ফুচকা ,নুডুলস্",0,0,$$,9JJ4+54G
554,Obosor,3.8,147,$,Bir Sreshtho Shaheed Captain Mohiuddin Jahangir Smarani
555,ROUTE 6 DE LOUNGE,3.6,270,$$,"Kajla Gate, Rajshahi - Dhaka Hwy"
556,Byanjon,5.0,3,$$,local Rd
557,Fs Home Kitchen,5.0,2,$$,9H9R+59X
558,Seyamoon Restaurant,3.5,73,not specified,"Shop No-09, 1st Floor, Kazla Gate Market University Of Rajshahi, 6204 Rajshahi - Dhaka Hwy"
559,Rainbow & tea time bd,5.0,1,not specified,Lalan Shah Park Road
560,Friends Hut Chinese and Fastfood,3.8,5,not specified,Simante Obokash
561,Moments,5.0,2,not specified,9H8W+CW7
562,Elite Bangla Restura,5.0,1,not specified,Shaheb Bazar Rd
563,গোলাপ মামার হোটেল,5.0,3,not specified,Unnamed Road
564,"Savage Point, (the premium taste)",4.0,2,$$,Beldarpara
565,Ahnaf Hridoy Palace,4.1,8,$$,Rajshahi City Bypass
566,Cookie Jar Convention Center,3.9,317,$,Opens at 11:00 AM
567,Tuhin's Food Hotel,0,0,$$,Unnamed Road
568,Ma Nurjahan hotel and restaurant,5.0,1,$$,Unnamed Road
569,Shovo Coffee House & Fast Food,0,0,$$,"Shiroil Bus Stand, Shiroil, Near East Side of Purtan Counter"
570,Double Digit,3.8,8,not specified,"1st Floor, Mazeda Complex, Talaimari Circle"
571,Heshel - Bangla Restaurant (Students Friendly),3.7,85,$,"Raninagar, Munnafer Mor, Baolia"
572,Movenpick Food Zone,0,0,not specified,"09.Association Bhabon, Alokar more"
573,Balcony,4.2,22,not specified,"1st Floor, Mobarak Tower, Ranibazar, Ghoramara"
574,Sadia Mix Food Restaurant & Cafe,3.7,87,not specified,Not Provided
575,Vangchur Restaurant,3.7,106,$,Unnamed Rd
576,MOM'S Pastry Zone,4.8,4,$$,Rajshahi - Naogaon Hwy
577,Shamim Hotel and Restaurant,3.3,32,$,9HHJ+744
578,মা এর দোয়া চটপটি (B L U M E),4.0,28,$,"Seroil, Beldarpara more"
579,Shuvo Hotel and Restaurants,3.0,2,$$,Traffic Mor
580,RFC,3.4,13,$$,9J82+594
581,Testy Treat Food Corner & Cafe,3.5,2,$$,"House no:423,Ground Floor, Monnafer Mor Bir Sreshtho Shaheed Captain Mohiuddin Jahangir Smarani"
582,Star 14,0,0,not specified,Mohisbathan uttor para jame mosjid rajshahi. Hold-624
583,ilius treder,0,0,not specified,Not Provided
584,শহিদুল,0,0,not specified,9HHX+5H3
585,Hanif Khan Teheri Ghor,2.9,21,not specified,"Shop No- 46, Pouro Biponi Market Adjacent Sonadighi Mosque, Senadighi Mor, কাপড় পট্টির গলি"
586,Golpo Kotha Food Corner,4.1,346,$,9JC3+Q7P
587,Unan - Goriber Addakhana,3.5,35,not specified,Unnamed Road
588,Riyad Hotel and Restaurant,3.6,178,$,"Rajshahi - Dhaka Highway, Binodpur Bazar, Motihar"
589,Berlin Fastfood & Restaurant,3.5,27,not specified,"Nator Road, Kajla Ghat, Motihar"
590,Hira haripur,0,0,not specified,Rajshahi Bypass
591,Royals Billiard Club,4.0,304,$$,Not Provided
592,Zorakali Sweet Store,4.0,37,not specified,9H8X+VM8
593,Green castle,4.3,7,not specified,Bir Sreshtho Shaheed Captain Mohiuddin Jahangir Smarani
594,MOM'S Pastry Zone,4.8,4,$$,Rajshahi - Naogaon Hwy
595,Shamim Hotel and Restaurant,3.3,32,$,9HHJ+744
596,Mishti Mahal,4.0,17,$,"Ruet Gate, Oppo. B.R.T.C Counter, Rajshahi - Dhaka Hwy"
597,Islamia Pochur Hotel & Restaurant,4.0,"1,967",$,"Chakrampur, Dhaka - Natore Hwy"
598,Ekota Hotel,4.3,3,$$,9M8G+472
599,BOX Delivery,4.2,13,$,9J93+W5W
600,Foodee Express,3.8,515,$$,"Bells Park, Band Rd"
601,Hot Plate Restaurant,3.9,860,$$,Police Line Rd
602,Zafran Restaurant Barishal,4.1,379,$$,Opens at 12:00 PM
603,Cafe Star,3.9,"1,063",$,Opens at 11:00 AM
